Product,Price
Bakery Rolls Cinnamon - 4 Count,$1.00
Bakery Turnovers Apple - 4 Count,$3.99
Bakery Turnovers Cherry - 4 Count,$3.99
Croissant Large 4ct,$3.49
Croissant Mini 13ct,$5.00
Croissant Mini 8ct,$3.49
Danish Almond,$3.99
Danish Cinnamon Pecan,$3.99
In-Store Bakery Turnover Cherry 4 Count,$3.99
Sinbad Baklava Platter Square - Each,$19.09
Strudel Apple Mini Braided,$5.00
Strudel Blueberry Cheese 14ct,$5.00
Strudel Lemon Cheese 14ct,$5.00
Strudel Mixed Berry & Apple Combo Mini,$5.00
Strudel Mixed Berry Mini Braided,$5.00
Strudel Strawberry Cheese Mini Braided,$5.00
Bakery Muffins - 4 Count Raisin Bran Muffin,$4.49
Bakery Muffins Assorted - 4 Count,$4.49
Bakery Muffins Banana Muffin - 9 Count,$6.00
Bakery Muffins Banana Nut - 4 Count,$4.49
Bakery Muffins Blueberry - 4 Count,$4.49
Bakery Muffins Blueberry - 9 Count,$6.00
Bakery Muffins Chocolate Chip - 4 Count,$4.49
Bakery Muffins Chocolate Chip Muffin - 9 Count,$6.00
Bakery Muffins Cinnamon Chip - 4 Count,$4.49
Bakery Muffins Cranberry Orange - 4 Count,$4.49
Bakery Muffins Double Chocolate - 4 Count,$4.49
Bakery Muffins Lemon Poppy - 4 Count,$4.49
Bakery Muffins Pistachio - 4 Count,$4.49
Bakery Muffins Pumpkin - 4 Count,$4.49
Bakery Muffins Variety - 9 Count,$6.00
Bakery Scone Blueberry - 16 Count,$4.99
Bakery Scone Blueberry - 4 Count,$5.00
Entenmanns Little Bite Mini Muffin Blueberry - 8.75,$3.49
Entenmanns Little Bites Muffins Chocolate Chip - 8.25 Oz,$3.49
Entenmanns Little Bites Rotation - 8.25 Oz,$3.49
Hostess Chocolate Chip Mini Muffins Multi Pack - 8 Oz,$2.50
Hostess Muffins Mini Blueberry Multi Pack - 8 Oz,$2.50
Mini Muffins Orange Cranberry - Each,$5.80
Mini Muffins Pumpkin Chocolate Chip - Each,$5.80
Oroweat Bread Muffin Whole Wheat - 12.5 Oz,$2.99
